prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
209.16,PET,78814,Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; limited area (eg; chest; head/neck),209,Radioisotope scan and function studies
209.16,PET,78815,Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; skull base to mid-thigh,209,Radioisotope scan and function studies
209.16,PET,78816,Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; whole body,209,Radioisotope scan and function studies
209.14,nuclear,78890,[EXPIRED]-Nuclear medicine data pr,209,Radioisotope scan and function studies
209.14,nuclear,78891,[EXPIRED]-Nuclear med data proc,209,Radioisotope scan and function studies
209.14,nuclear,78990,[EXPIRED]-Provide diag radionuclid,209,Radioisotope scan and function studies
209.24,unlisted,78999,Unlisted miscellaneous procedure; diagnostic nuclear medicine,209,Radioisotope scan and function studies
209.13,myocardial,0331T,Myocardial sympathetic innervation imaging; planar qualitative and quantitative assessment,209,Radioisotope scan and function studies
209.13,myocardial,0332T,Myocardial sympathetic innervation imaging; planar qualitative and quantitative assessment; with tomographic SPECT,209,Radioisotope scan and function studies
210.1,blood,78110,Plasma volume; radiopharmaceutical volume-dilution technique (separate procedure); single sampling,210,Other radioisotope scan
210.1,blood,78111,Plasma volume; radiopharmaceutical volume-dilution technique (separate procedure); multiple samplings,210,Other radioisotope scan
210.1,blood,78120,Red cell volume determination (separate procedure); single sampling,210,Other radioisotope scan
210.1,blood,78121,Red cell volume determination (separate procedure); multiple samplings,210,Other radioisotope scan
210.1,blood,78122,Whole blood volume determination; including separate measurement of plasma volume and red cell volume (radiopharmaceutical volume-dilution technique),210,Other radioisotope scan
210.1,blood,78130,Red cell survival study,210,Other radioisotope scan
210.1,blood,78135,Red cell survival study; differential organ/tissue kinetics (eg; splenic and/or hepatic sequestration),210,Other radioisotope scan
210.1,blood,78140,Labeled red cell sequestration; differential organ/tissue (eg; splenic and/or hepatic),210,Other radioisotope scan
210.1,blood,78172,[EXPIRED]-Total body iron estimati,210,Other radioisotope scan
210.2,spleen,78185,Spleen imaging only; with or without vascular flow,210,Other radioisotope scan
210.1,blood,78190,Kinetics; study of platelet survival; with or without differential organ/tissue localization,210,Other radioisotope scan
210.1,blood,78191,Platelet survival study,210,Other radioisotope scan
210.3,liver,78199,Unlisted hematopoietic; reticuloendothelial and lymphatic procedure; diagnostic nuclear medicine,210,Other radioisotope scan
210.3,liver,78201,Liver imaging; static only,210,Other radioisotope scan
210.3,liver,78205,Liver imaging (SPECT),210,Other radioisotope scan
210.3,liver,78215,Liver and spleen imaging; static only,210,Other radioisotope scan
210.3,liver,78223,[EXPIRED]-Hepatobiliary ductal system imaging; including gallbladder; with or without pharmacologic intervention; with or without quantitative measurement of gallbladder function,210,Other radioisotope scan
210.4,digestive,78230,Salivary gland imaging,210,Other radioisotope scan
210.4,digestive,78231,Salivary gland imaging; with serial images,210,Other radioisotope scan
210.4,digestive,78261,Gastric mucosa imaging,210,Other radioisotope scan
210.4,digestive,78278,Acute gastrointestinal blood loss imaging,210,Other radioisotope scan
210.4,digestive,78290,Intestine imaging (eg; ectopic gastric mucosa; Meckel's localization; volvulus),210,Other radioisotope scan
210.4,digestive,78299,Unlisted gastrointestinal procedure; diagnostic nuclear medicine,210,Other radioisotope scan
210.1,blood,78445,Non-cardiac vascular flow imaging (ie; angiography; venography),210,Other radioisotope scan
210.1,blood,78455,[EXPIRED]-Venous thrombosis study,210,Other radioisotope scan
210.1,blood,78456,Acute venous thrombosis imaging; peptide,210,Other radioisotope scan
210.1,blood,78457,Venous thrombosis imaging; venogram; unilateral,210,Other radioisotope scan
210.1,blood,78458,Venous thrombosis imaging; venogram; bilateral,210,Other radioisotope scan
210.5,cardiac,78459,Myocardial imaging; positron emission tomography (PET); metabolic evaluation,210,Other radioisotope scan
210.5,cardiac,78460,[EXPIRED]-Myocardial perfusion imaging; (planar) single study; at rest or stress (exercise and/or pharmacologic); with or without quantification,210,Other radioisotope scan
210.5,cardiac,78464,[EXPIRED]-Myocardial perfusion imaging; tomographic (spect); single study (including attenuation correction when performed); at rest or stress (exercise and/or pharmacologic); with or without quantification,210,Other radioisotope scan
210.5,cardiac,78466,Myocardial imaging; infarct avid; planar; qualitative or quantitative,210,Other radioisotope scan
210.5,cardiac,78491,Myocardial imaging; positron emission tomography (PET); perfusion; single study at rest or stress,210,Other radioisotope scan
210.5,cardiac,78499,Unlisted cardiovascular procedure; diagnostic nuclear medicine,210,Other radioisotope scan
210.6,brain,78600,Brain imaging; less than 4 static views,210,Other radioisotope scan
210.6,brain,78605,Brain imaging; minimum 4 static views,210,Other radioisotope scan
210.6,brain,78607,Brain imaging; tomographic (SPECT),210,Other radioisotope scan
211.8,treatment device,41019,Placement of needles; catheters; or other device(s) into the head and/or neck region (percutaneous; transoral; or transnasal) for subsequent interstitial radioelement application,211,Therapeutic radiology
211.8,treatment device,74235,Removal of foreign body(s); esophageal; with use of balloon catheter; radiological supervision and interpretation,211,Therapeutic radiology
211.5,guidance,76950,[EXPIRED]-Ultrasonic guidance for placement of radiation therapy fields,211,Therapeutic radiology
211.5,guidance,76960,[EXPIRED]-Echo guidance radiotherapy,211,Therapeutic radiology
211.5,guidance,76965,Ultrasonic guidance for interstitial radioelement application,211,Therapeutic radiology
211.6,plan dose and therapy,77261,Therapeutic radiology treatment planning; simple,211,Therapeutic radiology
211.6,plan dose and therapy,77262,Therapeutic radiology treatment planning; intermediate,211,Therapeutic radiology
211.6,plan dose and therapy,77263,Therapeutic radiology treatment planning; complex,211,Therapeutic radiology
211.1,therapeutic radiology,77280,Therapeutic radiology simulation-aided field setting; simple,211,Therapeutic radiology
211.1,therapeutic radiology,77285,Therapeutic radiology simulation-aided field setting; intermediate,211,Therapeutic radiology
211.1,therapeutic radiology,77290,Therapeutic radiology simulation-aided field setting; complex,211,Therapeutic radiology
211.6,plan dose and therapy,77293,Respiratory motion management simulation (List separately in addition to code for primary procedure),211,Therapeutic radiology
211.6,plan dose and therapy,77295,3-dimensional radiotherapy plan; including dose-volume histograms,211,Therapeutic radiology
211.6,plan dose and therapy,77299,Unlisted procedure; therapeutic radiology clinical treatment planning,211,Therapeutic radiology
211.6,plan dose and therapy,77300,Basic radiation dosimetry calculation; central axis depth dose calculation; TDF; NSD; gap calculation; off axis factor; tissue inhomogeneity factors; calculation of non-ionizing radiation surface and depth dose; as required during course of treatment; only when prescribed by the treating physician,211,Therapeutic radiology
211.6,plan dose and therapy,77301,Intensity modulated radiotherapy plan; including dose-volume histograms for target and critical structure partial tolerance specifications,211,Therapeutic radiology
211.2,teletherapy,77305,[EXPIRED]-Teletherapy; isodose plan (whether hand or computer calculated); simple (1 or 2 parallel opposed unmodified ports directed to a single area of interest),211,Therapeutic radiology
211.2,teletherapy,77306,Teletherapy isodose plan; simple (1 or 2 unmodified ports directed to a single area of interest); includes basic dosimetry calculation(s),211,Therapeutic radiology
211.2,teletherapy,77307,Teletherapy isodose plan; complex (multiple treatment areas; tangential ports; the use of wedges; blocking; rotational beam; or special beam considerations); includes basic dosimetry calculation(s),211,Therapeutic radiology
211.2,teletherapy,77310,[EXPIRED]-Teletherapy; isodose plan (whether hand or computer calculated); intermediate (3 or more treatment ports directed to a single area of interest),211,Therapeutic radiology
211.2,teletherapy,77315,[EXPIRED]-Teletherapy; isodose plan (whether hand or computer calculated); complex (mantle or inverted y; tangential ports; the use of wedges; compensators; complex blocking; rotational beam; or special beam considerations),211,Therapeutic radiology
211.3,brachytherapy,77316,Brachytherapy isodose plan; simple (calculation[s] made from 1 to 4 sources; or remote afterloading brachytherapy; 1 channel); includes basic dosimetry calculation(s),211,Therapeutic radiology
211.3,brachytherapy,77317,Brachytherapy isodose plan; intermediate (calculation[s] made from 5 to 10 sources; or remote afterloading brachytherapy; 2-12 channels); includes basic dosimetry calculation(s),211,Therapeutic radiology
211.3,brachytherapy,77318,Brachytherapy isodose plan; complex (calculation[s] made from over 10 sources; or remote afterloading brachytherapy; over 12 channels); includes basic dosimetry calculation(s),211,Therapeutic radiology
211.2,teletherapy,77321,Special teletherapy port plan; particles; hemibody; total body,211,Therapeutic radiology
211.3,brachytherapy,77326,[EXPIRED]-Brachytherapy isodose plan; simple (calculation made from single plane; 1 to 4 sources/ribbon application; remote afterloading brachytherapy; 1 to 8 sources),211,Therapeutic radiology
211.3,brachytherapy,77327,[EXPIRED]-Brachytherapy isodose plan; intermediate (multiplane dosage calculations; application involving 5 to 10 sources/ribbons; remote afterloading brachytherapy; 9 to 12 sources),211,Therapeutic radiology
211.3,brachytherapy,77328,[EXPIRED]-Brachytherapy isodose plan; complex (multiplane isodose plan; volume implant calculations; over 10 sources/ribbons used; special spatial reconstruction; remote afterloading brachytherapy; over 12 sources),211,Therapeutic radiology
211.6,plan dose and therapy,77331,Special dosimetry (eg; TLD; microdosimetry) (specify); only when prescribed by the treating physician,211,Therapeutic radiology
211.8,treatment device,77332,Treatment devices; design and construction; simple (simple block; simple bolus),211,Therapeutic radiology
211.8,treatment device,77333,Treatment devices; design and construction; intermediate (multiple blocks; stents; bite blocks; special bolus),211,Therapeutic radiology
211.8,treatment device,77334,Treatment devices; design and construction; complex (irregular blocks; special shields; compensators; wedges; molds or casts),211,Therapeutic radiology
211.8,treatment device,77338,Multi-leaf collimator (MLC) device(s) for intensity modulated radiation therapy (IMRT); design and construction per IMRT plan,211,Therapeutic radiology
211.4,radiation treatment delivery,77371,Radiation treatment delivery; stereotactic radiosurgery (SRS); complete course of treatment of cranial lesion(s) consisting of 1 session; multi-source Cobalt 60 based,211,Therapeutic radiology
211.4,radiation treatment delivery,77372,Radiation treatment delivery; stereotactic radiosurgery (SRS); complete course of treatment of cranial lesion(s) consisting of 1 session; linear accelerator based,211,Therapeutic radiology
211.4,radiation treatment delivery,77373,Stereotactic body radiation therapy; treatment delivery; per fraction to 1 or more lesions; including image guidance; entire course not to exceed 5 fractions,211,Therapeutic radiology
211.4,radiation treatment delivery,77385,Intensity modulated radiation treatment delivery (IMRT); includes guidance and tracking; when performed; simple,211,Therapeutic radiology
211.4,radiation treatment delivery,77386,Intensity modulated radiation treatment delivery (IMRT); includes guidance and tracking; when performed; complex,211,Therapeutic radiology
211.5,guidance,77387,Guidance for localization of target volume for delivery of radiation treatment delivery; includes intrafraction tracking; when performed,211,Therapeutic radiology
211.6,plan dose and therapy,77399,Unlisted procedure; medical radiation physics; dosimetry and treatment devices; and special services,211,Therapeutic radiology
211.4,radiation treatment delivery,77401,Radiation treatment delivery; superficial and/or ortho voltage; per day,211,Therapeutic radiology
211.4,radiation treatment delivery,77402,Radiation treatment delivery; >1 MeV; simple,211,Therapeutic radiology
211.4,radiation treatment delivery,77403,[EXPIRED]-Radiation treatment delivery; single treatment area; single port or parallel opposed ports; simple blocks or no blocks; 6-10 mev,211,Therapeutic radiology
211.4,radiation treatment delivery,77404,[EXPIRED]-Radiation treatment delivery; single treatment area; single port or parallel opposed ports; simple blocks or no blocks; 11-19 mev,211,Therapeutic radiology
211.4,radiation treatment delivery,77406,[EXPIRED]-Radiation treatment delivery; single treatment area; single port or parallel opposed ports; simple blocks or no blocks; 20 mev or greater,211,Therapeutic radiology
211.4,radiation treatment delivery,77407,Radiation treatment delivery; >1 MeV; intermediate,211,Therapeutic radiology
211.4,radiation treatment delivery,77408,[EXPIRED]-Radiation treatment delivery; 2 separate treatment areas; 3 or more ports on a single treatment area; use of multiple blocks; 6-10 mev,211,Therapeutic radiology
211.4,radiation treatment delivery,77409,[EXPIRED]-Radiation treatment delivery; 2 separate treatment areas; 3 or more ports on a single treatment area; use of multiple blocks; 11-19 mev,211,Therapeutic radiology
211.4,radiation treatment delivery,77411,[EXPIRED]-Radiation treatment delivery; 2 separate treatment areas; 3 or more ports on a single treatment area; use of multiple blocks; 20 mev or greater,211,Therapeutic radiology
211.4,radiation treatment delivery,77412,Radiation treatment delivery; >1 MeV; complex,211,Therapeutic radiology
211.4,radiation treatment delivery,77413,[EXPIRED]-Radiation treatment delivery; 3 or more separate treatment areas; custom blocking; tangential ports; wedges; rotational beam; compensators; electron beam; 6-10 mev,211,Therapeutic radiology
211.4,radiation treatment delivery,77414,[EXPIRED]-Radiation treatment delivery; 3 or more separate treatment areas; custom blocking; tangential ports; wedges; rotational beam; compensators; electron beam; 11-19 mev,211,Therapeutic radiology
211.4,radiation treatment delivery,77416,[EXPIRED]-Radiation treatment delivery; 3 or more separate treatment areas; custom blocking; tangential ports; wedges; rotational beam; compensators; electron beam; 20 mev or greater,211,Therapeutic radiology
211.1,therapeutic radiology,77417,Therapeutic radiology port film(s),211,Therapeutic radiology
211.4,radiation treatment delivery,77418,[EXPIRED]-Intensity modulated treatment delivery; single or multiple fields/arcs; via narrow spatially and temporally modulated beams; binary; dynamic mlc; per treatment session,211,Therapeutic radiology
211.1,therapeutic radiology,77420,[EXPIRED]-Weekly radiation therapy,211,Therapeutic radiology
211.5,guidance,77421,[EXPIRED]-Stereoscopic x-ray guidance for localization of target volume for the delivery of radiation therapy,211,Therapeutic radiology
211.4,radiation treatment delivery,77422,High energy neutron radiation treatment delivery; single treatment area using a single port or parallel-opposed ports with no blocks or simple blocking,211,Therapeutic radiology
211.4,radiation treatment delivery,77423,High energy neutron radiation treatment delivery; 1 or more isocenter(s) with coplanar or non-coplanar geometry with blocking and/or wedge; and/or compensator(s),211,Therapeutic radiology
211.4,radiation treatment delivery,77424,Intraoperative radiation treatment delivery; x-ray; single treatment session,211,Therapeutic radiology
211.4,radiation treatment delivery,77425,Intraoperative radiation treatment delivery; electrons; single treatment session,211,Therapeutic radiology
211.1,therapeutic radiology,77427,Radiation treatment management; 5 treatments,211,Therapeutic radiology
211.1,therapeutic radiology,77430,[EXPIRED]-Weekly radiation therapy,211,Therapeutic radiology
211.1,therapeutic radiology,77431,Radiation therapy management with complete course of therapy consisting of 1 or 2 fractions only,211,Therapeutic radiology
211.1,therapeutic radiology,77432,Stereotactic radiation treatment management of cranial lesion(s) (complete course of treatment consisting of 1 session),211,Therapeutic radiology
211.1,therapeutic radiology,77435,Stereotactic body radiation therapy; treatment management; per treatment course; to 1 or more lesions; including image guidance; entire course not to exceed 5 fractions,211,Therapeutic radiology
211.1,therapeutic radiology,77469,Intraoperative radiation treatment management,211,Therapeutic radiology
211.1,therapeutic radiology,77470,Special treatment procedure (eg; total body irradiation; hemibody radiation; per oral or endocavitary irradiation),211,Therapeutic radiology
211.1,therapeutic radiology,77499,Unlisted procedure; therapeutic radiology treatment management,211,Therapeutic radiology
211.4,radiation treatment delivery,77520,Proton treatment delivery; simple; without compensation,211,Therapeutic radiology
211.4,radiation treatment delivery,77522,Proton treatment delivery; simple; with compensation,211,Therapeutic radiology
211.4,radiation treatment delivery,77523,Proton treatment delivery; intermediate,211,Therapeutic radiology
211.4,radiation treatment delivery,77525,Proton treatment delivery; complex,211,Therapeutic radiology
211.7,hyperthermia,77600,Hyperthermia; externally generated; superficial (ie; heating to a depth of 4 cm or less),211,Therapeutic radiology
211.7,hyperthermia,77605,Hyperthermia; externally generated; deep (ie; heating to depths greater than 4 cm),211,Therapeutic radiology
211.7,hyperthermia,77610,Hyperthermia generated by interstitial probe(s); 5 or fewer interstitial applicators,211,Therapeutic radiology
211.7,hyperthermia,77615,Hyperthermia generated by interstitial probe(s); more than 5 interstitial applicators,211,Therapeutic radiology
211.7,hyperthermia,77620,Hyperthermia generated by intracavitary probe(s),211,Therapeutic radiology
211.1,therapeutic radiology,77750,Infusion or instillation of radioelement solution (includes 3-month follow-up care),211,Therapeutic radiology
211.11,radiation source application,77761,Intracavitary radiation source application; simple,211,Therapeutic radiology
211.11,radiation source application,77762,Intracavitary radiation source application; intermediate,211,Therapeutic radiology
211.11,radiation source application,77763,Intracavitary radiation source application; complex,211,Therapeutic radiology
211.11,radiation source application,77776,Interstitial radiation source application; simple,211,Therapeutic radiology
211.11,radiation source application,77777,Interstitial radiation source application; intermediate,211,Therapeutic radiology
211.11,radiation source application,77778,Interstitial radiation source application; complex,211,Therapeutic radiology
211.3,brachytherapy,77781,[EXPIRED]-High intensity brachythe,211,Therapeutic radiology
211.3,brachytherapy,77782,[EXPIRED]-High intensity brachythe,211,Therapeutic radiology
211.3,brachytherapy,77783,[EXPIRED]-High intensity brachythe,211,Therapeutic radiology
211.3,brachytherapy,77784,[EXPIRED]-High intensity brachythe,211,Therapeutic radiology
211.3,brachytherapy,77785,Remote afterloading high dose rate radionuclide brachytherapy; 1 channel,211,Therapeutic radiology
211.3,brachytherapy,77786,Remote afterloading high dose rate radionuclide brachytherapy; 2-12 channels,211,Therapeutic radiology
211.3,brachytherapy,77787,Remote afterloading high dose rate radionuclide brachytherapy; over 12 channels,211,Therapeutic radiology
211.11,radiation source application,77789,Surface application of radiation source,211,Therapeutic radiology
211.11,radiation source application,77790,Supervision; handling; loading of radiation source,211,Therapeutic radiology
211.3,brachytherapy,77799,Unlisted procedure; clinical brachytherapy,211,Therapeutic radiology
211.1,therapeutic radiology,79030,[EXPIRED]-Thyroid ablation; carcin,211,Therapeutic radiology
211.1,therapeutic radiology,79035,[EXPIRED]-Thyroid metastatic thera,211,Therapeutic radiology
211.1,therapeutic radiology,79100,[EXPIRED]-Hematopoetic nuclear the,211,Therapeutic radiology
211.9,Radiopharmaceutical therapy,79101,Radiopharmaceutical therapy; by intravenous administration,211,Therapeutic radiology
211.9,Radiopharmaceutical therapy,79200,Radiopharmaceutical therapy; by intracavitary administration,211,Therapeutic radiology
211.9,Radiopharmaceutical therapy,79300,Radiopharmaceutical therapy; by interstitial radioactive colloid administration,211,Therapeutic radiology
211.9,Radiopharmaceutical therapy,79403,Radiopharmaceutical therapy; radiolabeled monoclonal antibody by intravenous infusion,211,Therapeutic radiology
211.8,treatment device,0007T,[EXPIRED]-Perc cath stent/brain cv,211,Therapeutic radiology
211.4,radiation treatment delivery,0073T,[EXPIRED]-Compensator-based beam modulation treatment delivery of inverse planned treatment using 3 or more high resolution (milled or cast) compensator convergent beam modulated fields; per treatment session,211,Therapeutic radiology
211.1,therapeutic radiology,0083T,[EXPIRED]-Stereotactic rad tx mngm,211,Therapeutic radiology
211.3,brachytherapy,0182T,High dose rate electronic brachytherapy; per fraction,211,Therapeutic radiology
212.1,Muscle testing,95831,Muscle testing; manual (separate procedure) with report; extremity (excluding hand) or trunk,212,Diagnostic physical therapy
212.1,Muscle testing,95832,Muscle testing; manual (separate procedure) with report; hand; with or without comparison with normal side,212,Diagnostic physical therapy
212.1,Muscle testing,95833,Muscle testing; manual (separate procedure) with report; total evaluation of body; excluding hands,212,Diagnostic physical therapy
212.1,Muscle testing,95834,Muscle testing; manual (separate procedure) with report; total evaluation of body; including hands,212,Diagnostic physical therapy
212.2,motion measurements,95851,Range of motion measurements and report (separate procedure); each extremity (excluding hand) or each trunk section (spine),212,Diagnostic physical therapy
212.2,motion measurements,95852,Range of motion measurements and report (separate procedure); hand; with or without comparison with normal side,212,Diagnostic physical therapy
212.3,physical therapy eval,97001,Physical therapy evaluation,212,Diagnostic physical therapy
212.3,physical therapy eval,97002,Physical therapy re-evaluation,212,Diagnostic physical therapy
212.4,occupational therapy,97003,Occupational therapy evaluation,212,Diagnostic physical therapy
212.4,occupational therapy,97004,Occupational therapy re-evaluation,212,Diagnostic physical therapy
212.5,athletic training,97005,Athletic training evaluation,212,Diagnostic physical therapy
212.5,athletic training,97006,Athletic training re-evaluation,212,Diagnostic physical therapy
212.6,physical therapy diagnosis,97701,"[EXPIRED]-Office visit; including one of the following tests or measurements; with report; a. orthotic ""check out""; b. prosthetic ""check-out""; c. activities of daily living ""check out""; each additional 15 minutes",212,Diagnostic physical therapy
212.6,physical therapy diagnosis,97703,[EXPIRED]-Prosthetic checkout,212,Diagnostic physical therapy
212.6,physical therapy diagnosis,97750,Physical performance test or measurement (eg; musculoskeletal; functional capacity); with written report; each 15 minutes,212,Diagnostic physical therapy
213.1,biofeedback,90901,Biofeedback training by any modality,213,"Physical therapy exercises, manipulation, and other procedures"
213.1,biofeedback,90911,Biofeedback training; perineal muscles; anorectal or urethral sphincter; including EMG and/or manometry,213,"Physical therapy exercises, manipulation, and other procedures"
213.1,biofeedback,90915,[EXPIRED]-Biofeedback training; other,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97010,Application of a modality to 1 or more areas; hot or cold packs,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97014,Application of a modality to 1 or more areas; electrical stimulation (unattended),213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97016,Application of a modality to 1 or more areas; vasopneumatic devices,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97018,Application of a modality to 1 or more areas; paraffin bath,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97022,Application of a modality to 1 or more areas; whirlpool,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97024,Application of a modality to 1 or more areas; diathermy (eg; microwave),213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97026,Application of a modality to 1 or more areas; infrared,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97028,Application of a modality to 1 or more areas; ultraviolet,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97032,Application of a modality to 1 or more areas; electrical stimulation (manual); each 15 minutes,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97033,Application of a modality to 1 or more areas; iontophoresis; each 15 minutes,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97034,Application of a modality to 1 or more areas; contrast baths; each 15 minutes,213,"Physical therapy exercises, manipulation, and other procedures"
213.2,application of a modality,97035,Application of a modality to 1 or more areas; ultrasound; each 15 minutes,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97110,Therapeutic procedure; 1 or more areas; each 15 minutes; therapeutic exercises to develop strength and endurance; range of motion and flexibility,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97112,Therapeutic procedure; 1 or more areas; each 15 minutes; neuromuscular reeducation of movement; balance; coordination; kinesthetic sense; posture; and/or proprioception for sitting and/or standing activities,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97113,Therapeutic procedure; 1 or more areas; each 15 minutes; aquatic therapy with therapeutic exercises,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97116,Therapeutic procedure; 1 or more areas; each 15 minutes; gait training (includes stair climbing),213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97124,Therapeutic procedure; 1 or more areas; each 15 minutes; massage; including effleurage; petrissage and/or tapotement (stroking; compression; percussion),213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97128,[EXPIRED]-Physical medicine treatment to one area; initial 30 minutes; each visit; ultrasound,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97140,Manual therapy techniques (eg; mobilization/ manipulation; manual lymphatic drainage; manual traction); 1 or more regions; each 15 minutes,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97150,Therapeutic procedure(s); group (2 or more individuals),213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97260,[EXPIRED]-Regional manipulation,213,"Physical therapy exercises, manipulation, and other procedures"
213.3,Therapeutic procedure,97530,Therapeutic activities; direct (one-on-one) patient contact (use of dynamic activities to improve functional performance); each 15 minutes,213,"Physical therapy exercises, manipulation, and other procedures"
213.4,Work hardening,97545,Work hardening/conditioning; initial 2 hours,213,"Physical therapy exercises, manipulation, and other procedures"
213.4,Work hardening,97546,Work hardening/conditioning; each additional hour (List separately in addition to code for primary procedure),213,"Physical therapy exercises, manipulation, and other procedures"
213.5,Acupuncture,97810,Acupuncture; 1 or more needles; without electrical stimulation; initial 15 minutes of personal one-on-one contact with the patient,213,"Physical therapy exercises, manipulation, and other procedures"
213.5,Acupuncture,97811,Acupuncture; 1 or more needles; without electrical stimulation; each additional 15 minutes of personal one-on-one contact with the patient; with re-insertion of needle(s) (List separately in addition to code for primary procedure),213,"Physical therapy exercises, manipulation, and other procedures"
213.5,Acupuncture,97813,Acupuncture; 1 or more needles; with electrical stimulation; initial 15 minutes of personal one-on-one contact with the patient,213,"Physical therapy exercises, manipulation, and other procedures"
213.5,Acupuncture,97814,Acupuncture; 1 or more needles; with electrical stimulation; each additional 15 minutes of personal one-on-one contact with the patient; with re-insertion of needle(s) (List separately in addition to code for primary procedure),213,"Physical therapy exercises, manipulation, and other procedures"
214.8,prowas_desc,15852,Dressing change (for other than burns) under anesthesia (other than local),214,"Traction, splints, and other wound care"
214.9,traction,16000,Initial treatment; first degree burn; when no more than local treatment is required,214,"Traction, splints, and other wound care"
214.9,traction,20650,Insertion of wire or pin with application of skeletal traction; including removal (separate procedure),214,"Traction, splints, and other wound care"
214.9,traction,20660,Application of cranial tongs; caliper; or stereotactic frame; including removal (separate procedure),214,"Traction, splints, and other wound care"
214.1,application of halo,20661,Application of halo; including removal; cranial,214,"Traction, splints, and other wound care"
214.1,application of halo,20662,Application of halo; including removal; pelvic,214,"Traction, splints, and other wound care"
214.1,application of halo,20663,Application of halo; including removal; femoral,214,"Traction, splints, and other wound care"
214.1,application of halo,20664,Application of halo; including removal; cranial; 6 or more pins placed; for thin skull osteology (eg; pediatric patients; hydrocephalus; osteogenesis imperfecta),214,"Traction, splints, and other wound care"
214.1,application of halo,29000,Application of halo type body cast (see 20661-20663 for insertion),214,"Traction, splints, and other wound care"
214.2,application of cast,29010,Application of Risser jacket; localizer; body; only,214,"Traction, splints, and other wound care"
214.2,application of cast,29015,Application of Risser jacket; localizer; body; including head,214,"Traction, splints, and other wound care"
214.2,application of cast,29020,[EXPIRED]-Application of turnbuckle jacket; body; only,214,"Traction, splints, and other wound care"
214.2,application of cast,29025,[EXPIRED]-Application of turnbuckle jacket; body; including head,214,"Traction, splints, and other wound care"
214.2,application of cast,29035,Application of body cast; shoulder to hips,214,"Traction, splints, and other wound care"
214.2,application of cast,29040,Application of body cast; shoulder to hips; including head; Minerva type,214,"Traction, splints, and other wound care"
214.2,application of cast,29044,Application of body cast; shoulder to hips; including 1 thigh,214,"Traction, splints, and other wound care"
214.2,application of cast,29046,Application of body cast; shoulder to hips; including both thighs,214,"Traction, splints, and other wound care"
214.2,application of cast,29049,Application; cast; figure-of-eight,214,"Traction, splints, and other wound care"
214.2,application of cast,29055,Application; cast; shoulder spica,214,"Traction, splints, and other wound care"
214.2,application of cast,29058,Application; cast; plaster Velpeau,214,"Traction, splints, and other wound care"
214.2,application of cast,29065,Application; cast; shoulder to hand (long arm),214,"Traction, splints, and other wound care"
214.2,application of cast,29075,Application; cast; elbow to finger (short arm),214,"Traction, splints, and other wound care"
214.2,application of cast,29085,Application; cast; hand and lower forearm (gauntlet),214,"Traction, splints, and other wound care"
214.2,application of cast,29086,Application; cast; finger (eg; contracture),214,"Traction, splints, and other wound care"
214.4,splint,29105,Application of long arm splint (shoulder to hand),214,"Traction, splints, and other wound care"
214.4,splint,29125,Application of short arm splint (forearm to hand); static,214,"Traction, splints, and other wound care"
214.4,splint,29126,Application of short arm splint (forearm to hand); dynamic,214,"Traction, splints, and other wound care"
214.4,splint,29130,Application of finger splint; static,214,"Traction, splints, and other wound care"
214.4,splint,29131,Application of finger splint; dynamic,214,"Traction, splints, and other wound care"
214.5,strapping,29200,Strapping; thorax,214,"Traction, splints, and other wound care"
214.5,strapping,29220,[EXPIRED]-Strapping; low back,214,"Traction, splints, and other wound care"
214.5,strapping,29240,Strapping; shoulder (eg; Velpeau),214,"Traction, splints, and other wound care"
